user_id,ideal_point,com
15368,-1.0210682,0.0
15401,-0.27410495,0.0
15416,-0.01645908,0.0
15427,-0.14190614,0.0
15458,-0.84235734,0.0
15555,-0.56310254,0.0
15571,-0.7766911,0.0
15626,-0.8357987,0.0
15771,-0.001223116,0.0
15809,-0.31087843,0.0
15856,-0.51978916,0.0
15889,-0.030128157,0.0
15948,-0.4003587,0.0
15997,-0.28331545,0.0
16008,-0.3670787,0.0
16180,-0.34514228,0.0
16271,0.5193754,1.0
16292,-0.65541136,0.0
16320,-0.28883874,0.0
16358,-0.22580703,0.0
16401,-0.72523564,0.0
16515,-0.5140395,0.0
16669,-0.83972186,0.0
16738,1.0161042,1.0
16855,-0.053572778,0.0
16940,-0.5980504,0.0
16992,-0.17075963,0.0
17033,-0.43867958,0.0
17053,-0.47516444,0.0
17067,-0.3688318,0.0
17280,-0.6476254,0.0
17287,-0.49336675,0.0
17303,-0.61426467,0.0
17305,-0.40312332,0.0
17332,-0.47334498,0.0
17359,-0.3382165,0.0
17411,-0.9037683,0.0
17433,-0.044891775,0.0
17434,-0.67821085,0.0
17475,0.9263849,1.0
17553,-0.5504571,0.0
17588,-0.71249944,0.0
17664,-0.3324611,0.0
17684,-0.59598154,0.0
17726,-0.26868805,0.0
17729,-0.65814435,0.0
17781,-0.17684762,0.0
17791,-0.79423213,0.0
17800,-0.795155,0.0
17881,0.14635663,1.0
17952,-0.6247318,0.0
17960,0.035070427,0.0
17984,-0.9477886,0.0
17987,1.0273706,1.0
17991,-0.41101763,0.0
18057,-0.16792992,0.0
18064,-0.3543086,0.0
18091,-0.76515925,0.0
18157,0.069263875,0.0
18216,-0.0445707,0.0
18251,-0.3746201,0.0
18295,-0.72336537,0.0
18311,0.88861054,1.0
18340,-0.16129085,0.0
18361,-0.93941295,0.0
18431,-0.15628326,0.0
18439,-0.7251968,0.0
18672,0.7434251,1.0
18685,-0.72724,0.0
18743,-0.007503603,0.0
18790,-0.8748939,0.0
18799,0.55115646,1.0
18831,0.79311734,1.0
18932,-0.1729413,0.0
19003,-0.74642074,0.0
19033,-0.2136496,0.0
19090,-0.6514284,0.0
19112,-0.017746326,0.0
19148,-0.992626,0.0
19178,-0.40038407,0.0
19195,-0.08964205,0.0
19234,-0.92204356,0.0
19303,-0.09567028,0.0
19307,-0.23325773,0.0
19378,0.03616045,0.0
19409,-0.5340543,0.0
19460,0.36732814,1.0
19470,-0.6146075,0.0
19512,0.36372072,1.0
19537,-0.44606563,0.0
19554,-0.71020323,0.0
19568,-0.48472792,0.0
19577,-0.11439201,0.0
19583,-0.44490477,0.0
19589,-0.37040302,0.0
19593,-0.064243615,0.0
19648,0.37865362,1.0
19691,-0.23388362,0.0
19732,-0.28276533,0.0
19800,0.86192524,1.0
19821,-0.58492297,0.0
19854,-0.83963406,0.0
20138,-0.66669893,0.0
20154,-0.63680804,0.0
20426,-0.5383687,0.0
20457,-0.26853207,0.0
20465,0.61582154,1.0
20544,0.07540111,0.0
20671,-0.10742515,0.0
20724,-0.54885393,0.0
20748,-0.4870621,0.0
20816,-0.04967378,0.0
20822,-0.3522575,0.0
20853,-0.4848365,0.0
20870,-0.30581656,0.0
20942,-0.14346044,0.0
21025,-0.096440025,0.0
21034,-0.6971332,0.0
21040,-0.56505525,0.0
21280,-1.0908664,0.0
21327,-0.5434841,0.0
21394,-0.40654492,0.0
21410,-0.6836874,0.0
21596,-0.63906634,0.0
21724,-0.20698175,0.0
21759,-0.5534076,0.0
21781,-0.63982105,0.0
21809,0.030923255,0.0
21908,-0.66875166,0.0
21913,-0.38600236,0.0
21933,-0.0586095,0.0
21973,-0.304937,0.0
21991,-1.198806,0.0
22089,-0.5864369,0.0
22115,-0.34209996,0.0
22142,-0.7385977,0.0
22184,-0.334161,0.0
22298,-0.61685324,0.0
22372,-0.5934872,0.0
22448,-0.6318348,0.0
22490,-0.684294,0.0
22526,-0.38911006,0.0
22544,-0.33945653,0.0
22580,0.8198632,1.0
22722,-0.6355579,0.0
22735,-0.23409401,0.0
22755,-0.2879039,0.0
22833,0.046273783,0.0
22838,-0.14970258,0.0
22851,-0.18291837,0.0
22907,-1.0272993,0.0
22937,-0.31285354,0.0
23066,0.58216935,1.0
23097,-0.4250483,0.0
23135,-0.8078648,0.0
23195,-0.53590506,0.0
23209,-0.2607265,0.0
23329,-0.9773229,0.0
23369,-0.7542831,0.0
23378,-0.2748804,0.0
23389,-0.50633234,0.0
23438,0.17553239,1.0
23455,-0.522844,0.0
23457,-0.6535864,0.0
23475,-0.9781503,0.0
23606,-0.173577,0.0
23633,0.87735534,1.0
23657,-0.7930968,0.0
23667,0.5187578,1.0
23676,-0.28352407,0.0
23727,-0.2746985,0.0
23736,-0.29235902,0.0
23764,-0.17944062,0.0
23786,-0.7861655,0.0
23832,0.17630365,1.0
23916,-0.27382168,0.0
23918,-0.17727406,0.0
23938,-0.13296969,0.0
23955,-0.1521561,0.0
24003,-0.65520114,0.0
24006,-0.1749452,0.0
24029,-0.23011325,0.0
24052,-0.292074,0.0
24092,-0.44636595,0.0
24097,0.32882988,1.0
24224,-0.28024608,0.0
24323,-0.2805139,0.0
24354,-0.64077693,0.0
24392,-1.0517048,0.0
24459,-0.056786716,0.0
24494,-0.4484912,0.0
24543,-0.96533906,0.0
24625,-0.82655174,0.0
24629,-0.34572324,0.0
24691,-0.78430355,0.0
24778,0.2903616,1.0
24791,-0.6525719,0.0
24885,-0.67918277,0.0
24939,-0.4517854,0.0
25027,-0.015824985,0.0
25035,0.5419486,1.0
25093,-0.37102005,0.0
25103,-0.3725091,0.0
25185,-0.885677,0.0
25204,-0.070211716,0.0
25337,-0.7739686,0.0
25377,-0.85159695,0.0
25417,-0.1377935,0.0
25557,-0.62103516,0.0
25598,-0.048542507,0.0
25607,0.9875793,1.0
25608,-0.69583166,0.0
25625,0.5727964,1.0
25679,-0.009214746,0.0
25703,-0.51035273,0.0
25775,-1.0119859,0.0
25778,-0.41773087,0.0
25901,-0.20276625,0.0
25910,-0.46446624,0.0
26156,-0.44936997,0.0
26178,-0.7869526,0.0
26297,0.4782286,1.0
26300,-0.37531722,0.0
26366,-0.93331534,0.0
26563,-0.17957333,0.0
26610,-0.17872606,0.0
26678,-0.22424588,0.0
26693,-0.4504132,0.0
26776,-0.6028165,0.0
26779,-0.77013326,0.0
26989,-0.44992465,0.0
26995,-0.7554697,0.0
27053,-0.3484037,0.0
27133,-0.5218209,0.0
27400,-0.32299563,0.0
27430,-0.5030605,0.0
27458,-0.46029466,0.0
27517,-0.72676635,0.0
27524,-0.059638035,0.0
27653,-0.763721,0.0
27713,-0.2627634,0.0
27885,-0.63270944,0.0
28002,-0.5010496,0.0
28150,-0.13765383,0.0
28262,-0.5187014,0.0
28266,-0.96300626,0.0
28324,0.08247698,0.0
28435,-0.66829604,0.0
28466,0.2612466,1.0
28494,-0.5232899,0.0
28520,-0.48154458,0.0
28597,-0.51241195,0.0
28606,-0.643385,0.0
28621,-0.61905783,0.0
28735,-0.44067627,0.0
28738,-0.595657,0.0
28770,0.22071157,1.0
28893,-0.060411334,0.0
28917,-0.35173565,0.0
28921,-0.7146532,0.0
29009,-0.19097611,0.0
29040,-0.091813944,0.0
29125,-0.5470523,0.0
29307,-0.20103952,0.0
29355,-0.5362673,0.0
29381,-0.3391349,0.0
29466,-0.5239264,0.0
29486,-0.34735435,0.0
29510,-0.92896265,0.0
29531,-0.66385144,0.0
29566,-0.32122695,0.0
29747,-0.53553396,0.0
29890,-0.054898024,0.0
29906,-0.8033277,0.0
29919,-0.9392363,0.0
30032,-0.7085053,0.0
30039,-0.8804798,0.0
30150,-0.07558967,0.0
30180,0.11667143,1.0
30225,-0.5975257,0.0
30253,-0.3617666,0.0
30262,-0.27054513,0.0
30286,-0.37277168,0.0
30333,-0.5894284,0.0
30352,-0.018121803,0.0
30370,-0.6401905,0.0
30416,-0.97710943,0.0
30451,-0.5718762,0.0
30461,-0.36195076,0.0
30565,-0.63152087,0.0
30588,-0.6833079,0.0
30671,0.5647279,1.0
30789,-0.6230542,0.0
30888,-0.26344204,0.0
30895,-0.68684745,0.0
30902,-0.29501593,0.0
30927,-0.6398725,0.0
31026,-1.0741211,0.0
31070,-0.46579784,0.0
31071,0.17903966,1.0
31155,-0.63098097,0.0
31192,-0.89740103,0.0
31231,-0.39355373,0.0
31322,-0.7602934,0.0
31335,-0.78875375,0.0
31355,0.5695676,1.0
31429,-0.5832998,0.0
31473,-0.12096903,0.0
31486,-0.78239,0.0
31492,-0.5146754,0.0
31523,-0.26704988,0.0
31530,-0.14551741,0.0
31633,0.07509724,0.0
31660,-0.13841787,0.0
31800,-0.18875483,0.0
31920,-0.38124797,0.0
31928,-0.46592182,0.0
31980,-0.2034305,0.0
31985,-0.42185298,0.0
31999,0.14957982,1.0
32032,-0.61146766,0.0
32071,-0.47252256,0.0
32387,-0.30846813,0.0
32520,0.026303118,0.0
32572,-1.0811738,0.0
32594,1.1620942,1.0
32713,-0.7201446,0.0
32727,-0.59901094,0.0
32752,-0.4885249,0.0
32809,-0.29649362,0.0
32828,-0.023020593,0.0
32921,-0.33621237,0.0
32945,-0.23764402,0.0
32981,-0.0534652,0.0
33033,-0.088156655,0.0
33056,-0.29389194,0.0
33084,1.1799709,1.0
33105,-0.5725314,0.0
33199,-0.21487512,0.0
33253,-0.3963679,0.0
33281,-0.40480062,0.0
33383,-0.09061055,0.0
33495,-0.27658543,0.0
33598,-0.51557475,0.0
33694,0.20172133,1.0
33749,0.0040111104,0.0
33759,-0.4551358,0.0
33778,-0.31100318,0.0
33817,-0.74185187,0.0
33818,-0.7034989,0.0
33885,-0.48513559,0.0
33899,-0.45667952,0.0
33918,-0.29877603,0.0
33921,-0.32394418,0.0
33985,-0.916418,0.0
33997,-0.81873894,0.0
34023,-0.7881467,0.0
34051,-0.7872843,0.0
34079,-0.18069081,0.0
34087,-0.026270429,0.0
34112,-0.14173529,0.0
34183,-0.15300807,0.0
34191,0.08586632,0.0
34205,0.42134538,1.0
34277,-0.12935479,0.0
34297,0.12568171,1.0
34334,-0.641603,0.0
34366,-1.0528463,0.0
34383,-0.19884823,0.0
34385,-0.9075407,0.0
34404,-0.43492845,0.0
34413,-0.99652815,0.0
34513,-0.63679075,0.0
34559,-0.6519563,0.0
34583,-0.54938024,0.0
34585,-0.7357674,0.0
34614,0.08617468,0.0
34615,-0.119358584,0.0
34642,0.24061428,1.0
34666,-0.7880621,0.0
34679,-0.5196154,0.0
34810,-0.48179418,0.0
34821,-0.62320036,0.0
34853,-0.6374336,0.0
34860,-0.7376059,0.0
35047,-0.13488935,0.0
35140,-0.8205431,0.0
35165,-0.3069991,0.0
35192,0.36586604,1.0
35244,-0.3625418,0.0
35285,-0.7450421,0.0
35340,-0.46495137,0.0
35387,-0.4156857,0.0
35404,-0.6472868,0.0
35460,0.17118686,1.0
35579,1.0329573,1.0
35710,-0.11861136,0.0
35711,-0.24765459,0.0
35729,-0.14730889,0.0
35730,-0.44831035,0.0
35800,-0.18862538,0.0
35804,-0.37713557,0.0
35925,-0.33251977,0.0
35934,0.23308471,1.0
35964,-0.6362507,0.0
35973,-0.61865,0.0
35981,-0.38635397,0.0
36109,0.06775721,0.0
36180,-0.344197,0.0
36210,-0.38642487,0.0
36374,-0.8673768,0.0
36521,0.5325088,1.0
36592,-0.14348893,0.0
36816,-0.47559428,0.0
36923,-0.3145128,0.0
36952,-0.80656993,0.0
36987,0.39349014,1.0
37034,-0.6983628,0.0
37046,-0.39195713,0.0
37096,-1.1344421,0.0
37120,-0.4767554,0.0
37179,-0.4576731,0.0
37210,-0.10101281,0.0
37237,0.04800864,0.0
37261,-0.16319299,0.0
37296,-0.3901314,0.0
37300,-0.28787374,0.0
37302,-0.7161685,0.0
37319,-0.9299916,0.0
37341,-0.6814372,0.0
37345,-0.102229185,0.0
37401,-0.02418757,0.0
37420,0.16233449,1.0
37424,-0.41162467,0.0
37475,0.406112,1.0
37504,-0.44019404,0.0
37658,0.14264287,1.0
37697,0.031828564,0.0
37777,0.0858699,0.0
37785,-0.2438949,0.0
37791,-0.45678827,0.0
37828,-0.9650713,0.0
37886,0.9616995,1.0
37899,-0.783244,0.0
37918,-0.5104121,0.0
37968,1.1997105,1.0
38012,0.09761838,0.0
38014,-0.85686004,0.0
38071,-0.70648104,0.0
38135,-0.7845103,0.0
38217,-0.6000339,0.0
38231,-0.35671976,0.0
38285,-0.559838,0.0
38289,-0.80172664,0.0
38314,-0.52807397,0.0
38329,0.9814358,1.0
38330,1.1207335,1.0
38333,-0.3998748,0.0
38372,-0.24142542,0.0
38377,0.13947523,1.0
38437,-0.6644522,0.0
38558,-0.3440997,0.0
38578,-0.08642346,0.0
38598,-0.3014888,0.0
38676,-0.67188317,0.0
38680,0.18889186,1.0
38707,-0.50272024,0.0
38744,-0.28142166,0.0
38751,-0.42126232,0.0
38759,-0.60456544,0.0
38764,-0.7748752,0.0
38924,-0.2617775,0.0
39012,-0.4901495,0.0
39064,-0.07574454,0.0
39099,-0.44855273,0.0
39100,-0.5057924,0.0
39108,-0.21291049,0.0
39167,-0.21011677,0.0
39184,-0.41504496,0.0
39235,-0.63551235,0.0
39324,1.1943817,1.0
39325,-0.34907255,0.0
39328,-0.21322334,0.0
39394,-0.61313087,0.0
39414,-0.5088063,0.0
39446,-0.7132114,0.0
39548,-0.4645883,0.0
39572,0.07543371,0.0
39706,-0.6884341,0.0
39731,-0.52805436,0.0
39844,-0.30708793,0.0
40066,-0.61824983,0.0
40081,0.28395656,1.0
40090,-0.66146797,0.0
40145,-0.3480742,0.0
40147,-0.7848127,0.0
40149,-0.50184387,0.0
40192,0.41161764,1.0
40228,-0.1974952,0.0
40268,-0.6797677,0.0
40283,-1.1198517,0.0
40308,0.8902624,1.0
40376,-0.5134902,0.0
40380,-0.29144704,0.0
40385,-0.6192695,0.0
40388,-0.452056,0.0
40391,-0.6665603,0.0
40623,-0.29853547,0.0
40697,-0.6458623,0.0
40844,-0.3899736,0.0
40847,-0.19657694,0.0
40886,-0.6548457,0.0
40915,0.07566583,0.0
40986,-0.5376998,0.0
40993,-0.46632707,0.0
40998,-0.5371727,0.0
41007,-0.07760955,0.0
41034,0.54711044,1.0
41111,-0.43557745,0.0
41134,-0.7716793,0.0
41156,-0.26857147,0.0
41186,-0.6350892,0.0
41227,-0.61962646,0.0
41353,-0.1247916,0.0
41376,-0.21035849,0.0
41429,-0.6671658,0.0
41467,0.5254712,1.0
41475,-0.012956476,0.0
41479,-0.51118684,0.0
41528,-1.0252897,0.0
41545,-0.030092632,0.0
41738,-0.4952629,0.0
41755,-0.7181124,0.0
41894,-0.31998506,0.0
42142,-0.9040586,0.0
42159,-1.0708708,0.0
42173,0.1774982,1.0
42272,-0.040092587,0.0
42274,-0.77114165,0.0
42338,-0.72742754,0.0
42345,-0.4167407,0.0
42394,-0.15025069,0.0
42518,-0.31095454,0.0
42567,-0.30882543,0.0
42660,-0.8352633,0.0
42680,-0.8484148,0.0
42797,-0.7662318,0.0
42872,-0.32417107,0.0
43063,0.40047258,1.0
43175,-0.41027504,0.0
43290,1.2272611,1.0
43329,0.33927903,1.0
43397,-0.33109418,0.0
43398,0.10497283,1.0
43413,-0.47524467,0.0
43418,-0.2584146,0.0
43497,-0.21631303,0.0
43564,1.3057896,1.0
43607,-0.8527241,0.0
43618,-0.15560238,0.0
43633,-0.5494778,0.0
43686,-0.07206037,0.0
43732,0.41258296,1.0
43749,-0.15633708,0.0
43762,-0.25518185,0.0
43818,-0.3031873,0.0
43981,-0.5594628,0.0
44075,0.30676702,1.0
44109,-0.58029467,0.0
44151,-0.43106794,0.0
44240,-0.24367708,0.0
44260,-0.06903194,0.0
44295,-0.44542933,0.0
44318,0.8113363,1.0
44338,-0.5630635,0.0
44424,-0.45258224,0.0
44625,-0.31624317,0.0
44634,-0.8503677,0.0
44657,-0.34389973,0.0
44704,-0.3706717,0.0
44705,0.09469238,0.0
44729,0.59577847,1.0
44818,-0.34534013,0.0
44837,-0.21390268,0.0
44995,-0.223982,0.0
45047,-1.0474981,0.0
45125,-0.45854056,0.0
45143,-0.057985034,0.0
45183,-0.47954804,0.0
45210,-0.5818797,0.0
45449,-0.5729579,0.0
45452,-0.5631773,0.0
45473,0.17840058,1.0
45531,0.0011497589,0.0
45547,0.009539606,0.0
45569,-0.67792165,0.0
45603,-0.7604681,0.0
45626,0.09406236,0.0
45632,0.22224385,1.0
45682,0.65819013,1.0
45684,0.16075395,1.0
45712,-0.47449347,0.0
45732,-0.32297078,0.0
45822,-0.14582922,0.0
46007,-0.1932244,0.0
46035,-0.8040829,0.0
46164,-0.6152117,0.0
46208,-0.47096813,0.0
46261,-0.37469485,0.0
46266,-0.027950242,0.0
46273,-0.58764476,0.0
46285,-0.38079777,0.0
46334,-0.6240258,0.0
46385,-0.80845886,0.0
46393,-0.26201424,0.0
46679,-0.2256555,0.0
46739,-0.3005691,0.0
46743,-0.85584533,0.0
46755,-0.7898531,0.0
46828,-0.16594805,0.0
46836,-0.20823391,0.0
46838,-0.80820704,0.0
46923,-0.75079584,0.0
46928,-0.16044834,0.0
46940,-0.7541641,0.0
46971,-0.5045733,0.0
46979,-0.79599833,0.0
47037,-0.06525662,0.0
47071,-0.8099226,0.0
47090,-0.19241537,0.0
47113,-0.5239731,0.0
47133,-0.756982,0.0
47155,-0.50342774,0.0
47176,0.5945788,1.0
47211,-0.68625724,0.0
47293,-0.33586445,0.0
47326,-0.23369253,0.0
47532,-0.5796332,0.0
47572,-0.710207,0.0
47673,-0.3800595,0.0
47716,-0.9653581,0.0
47751,-0.41457024,0.0
47787,0.7655051,1.0
47804,-0.82746345,0.0
47808,0.02865399,0.0
47818,0.16835003,1.0
47837,0.06362025,0.0
47854,-0.35385314,0.0
47871,-0.36415517,0.0
47940,-0.90227026,0.0
47961,-0.5175794,0.0
48005,-0.4938784,0.0
48010,-0.41747648,0.0
48052,-0.21805362,0.0
48072,-0.19917525,0.0
48103,-0.10209581,0.0
48154,-0.13519001,0.0
48236,-0.34144688,0.0
48295,0.10495439,1.0
48442,-0.68483806,0.0
48468,-0.10129784,0.0
48488,0.46095854,1.0
48498,-0.1893304,0.0
48510,0.07561264,0.0
48578,-0.65024155,0.0
48583,-0.3428455,0.0
48630,-0.26511425,0.0
48706,-0.6276417,0.0
48710,-0.31857613,0.0
48746,-0.21532774,0.0
48809,-0.3797279,0.0
48849,-0.674904,0.0
48854,-0.4541954,0.0
48879,0.44993293,1.0
48912,-0.58684117,0.0
48928,-0.70811814,0.0
48929,-0.33200362,0.0
49004,0.29822436,1.0
49099,-0.2898842,0.0
