1.222082475276587e+18	2231849132.0
1.222082475276587e+18	376516710.0
1.222082475276587e+18	1066898040.0
1.222082475276587e+18	68917670.0
1.222082475276587e+18	3054738225.0
1.222082475276587e+18	57955465.0
1.222082475276587e+18	1.462967302849278e+18
1.222082475276587e+18	314956704.0
1.222082475276587e+18	225445834.0
1.222082475276587e+18	351810153.0
1.222082475276587e+18	2209884625.0
1.222082475276587e+18	1.4135338255236628e+18
1.222082475276587e+18	7.728985463286948e+17
1.222082475276587e+18	491695383.0
2890686713.0	7.464660550281544e+17
1.439232646706516e+18	1.206376509377831e+18
1.439817101842305e+18	37534706.0
1.439817101842305e+18	1.3994222256741294e+18
2610695552.0	1.06239504570436e+18
2610695552.0	351810153.0
2610695552.0	1.3994222256741294e+18
2610695552.0	2209884625.0
9.744757507567985e+17	376516710.0
1569591446.0	1.186809809531822e+18
1569591446.0	100366067.0
1569591446.0	12808192.0
1569591446.0	1.3994222256741294e+18
1569591446.0	2209884625.0
1569591446.0	33103432.0
371356137.0	1.337982920884179e+18
2896734094.0	51326671.0
2896734094.0	1.3994222256741294e+18
2896734094.0	625779969.0
1.4633000226115748e+18	8.105573967624233e+17
1.4633000226115748e+18	7.728985463286948e+17
1470843067.0	2209884625.0
2509267312.0	3054738225.0
2509267312.0	1.3994222256741294e+18
7.345342895100396e+17	3054738225.0
7.345342895100396e+17	1.4137628491812495e+18
7.345342895100396e+17	84602977.0
7.345342895100396e+17	51620619.0
7.345342895100396e+17	351810153.0
7.345342895100396e+17	2209884625.0
7.345342895100396e+17	37312014.0
67478115.0	376516710.0
67478115.0	9.345214053115208e+17
67478115.0	1.3262588697991537e+18
67478115.0	1.3994222256741294e+18
891372320.0	376516710.0
891372320.0	9.816342767593432e+17
891372320.0	2907242866.0
891372320.0	100366067.0
891372320.0	1.3994222256741294e+18
891372320.0	2209884625.0
891372320.0	2376200250.0
7.037928309013135e+17	434511852.0
1.093700922709037e+18	1.4563025486552228e+18
1.093700922709037e+18	103748599.0
1.1196967531109786e+18	1.3994222256741294e+18
179721219.0	61085363.0
179721219.0	545542208.0
179721219.0	1.0150546567861084e+18
179721219.0	1.3994222256741294e+18
179721219.0	1.3863689739614044e+18
179721219.0	1659022555.0
179721219.0	2328516438.0
20447994.0	38807020.0
20447994.0	365808274.0
20447994.0	2334166898.0
20447994.0	1.2352818360431206e+18
20447994.0	122174855.0
20447994.0	2184876370.0
20447994.0	77748386.0
20447994.0	386071789.0
20447994.0	119072054.0
20447994.0	9.478507788946556e+17
20447994.0	1.076160078162682e+18
1439010001.0	812462023.0
1439010001.0	225445834.0
1439010001.0	7.728985463286948e+17
1439010001.0	4056768377.0
1439010001.0	1033513909.0
4730124077.0	376516710.0
4730124077.0	1.345205284868944e+18
4730124077.0	1.3994222256741294e+18
4730124077.0	2209884625.0
4730124077.0	1.380290731110187e+18
1.4252340562713108e+18	2549375663.0
1.4346677411899146e+18	1.4433763776553492e+18
1.1906437191517225e+18	3054738225.0
1.4324228471887708e+18	376516710.0
1.4324228471887708e+18	241602652.0
1.4324228471887708e+18	396091314.0
1.4324228471887708e+18	1.186809809531822e+18
1.4324228471887708e+18	351810153.0
1.4324228471887708e+18	1.420871975338193e+18
117511518.0	376516710.0
117511518.0	1.3994222256741294e+18
117511518.0	7.728985463286948e+17
