0	1.0007909383384146e+18	-0.054893803
1	1.0019414975693088e+18	0.23942317
2	1.0023751533078692e+18	0.17742027
3	1.0033019298318828e+18	0.78035825
4	1.0036874905685402e+18	-0.46986622
5	1.0039526201579848e+18	0.28796896
6	1.0041791299300024e+18	0.22652613
7	1.0050938196317184e+18	-0.38183153
8	1.0057919807215247e+18	0.5810462
9	1.0082613049923872e+18	0.27893534
10	1.009798911366746e+18	0.5293898
11	1.009830025112314e+18	0.22870615
12	1.010203633818964e+18	-0.49914515
13	1.0112771926412492e+18	-0.47243908
14	1.0135117493567364e+18	-0.51128596
15	1.0139331573752668e+18	-0.23656312
16	1.0141604488984288e+18	-0.46300355
17	1.0150546567861084e+18	0.45328405
18	1.0152837520528876e+18	-0.4378343
19	1.016035401163735e+18	-0.57192516
20	1.0201699872380396e+18	-0.43109345
21	1.0225624017728143e+18	-0.22624092
22	1.0240714241122918e+18	0.30542037
23	1.024843778484523e+18	0.2961339
24	1.0302164237491036e+18	0.74911875
25	1.030987923234214e+18	-0.43790746
26	1.0360832910682808e+18	-0.20797297
27	1.0369713546444636e+18	-1.0713096
28	1.038793122430505e+18	0.6542188
29	1.0387986398109204e+18	0.63522804
30	1.0389399990000312e+18	-0.45441848
31	1.0393463617564632e+18	0.3676055
32	1.0407305596501196e+18	0.37820798
33	1.0417231704521196e+18	0.6785028
34	1.0417352516331028e+18	-0.03521905
35	1.043686344000766e+18	0.15989923
36	1.045378646851162e+18	0.015941478
37	1.0473000056173856e+18	0.88161945
38	1.049818221539414e+18	0.3164143
39	1.0505697961720463e+18	0.46390563
40	1.0521663249972796e+18	0.3709109
41	1.0528855364094076e+18	-0.4325322
42	1.0532437283606036e+18	0.7243769
43	1.0540811377804452e+18	-0.36124715
44	1.054733740847575e+18	0.45704582
45	1.0559784789427324e+18	-0.40420395
46	1.0578292500599848e+18	0.16384882
47	1.0589087809503684e+18	-0.4754929
48	1.0595974147960096e+18	-0.7250942
49	1.061287938498224e+18	-0.45696464
50	1.061965576682328e+18	-0.43907836
51	1.06239504570436e+18	0.14481081
52	1.0629315647854796e+18	0.28226927
53	1.0631964100305388e+18	-0.6384465
54	1.063221706830082e+18	0.39747944
55	1.0639056878210662e+18	0.6908351
56	1.0650381284597596e+18	-0.85939956
57	1.0656681806334034e+18	-0.5204097
58	1.068660065090093e+18	-0.53763086
59	1.0693712020519484e+18	-0.50682116
60	1.0697333529980928e+18	0.7371474
61	1.0703698867094036e+18	0.123852715
62	1.0705391012192502e+18	0.68538165
63	1.07082842182613e+18	-0.23510224
64	1.071234270990086e+18	0.348334
65	1.071615673288278e+18	-0.86848176
66	1.0731907203605914e+18	-0.47158918
67	1.073278413652267e+18	0.4807423
68	1.0741861400124334e+18	-0.43579847
69	1.074818942051541e+18	0.45744643
70	1.0749290379974164e+18	0.4960109
71	1.075051785964974e+18	0.22698279
72	1.0755995193483428e+18	0.71983814
73	1.076160078162682e+18	-0.36125967
74	1.0763507595817288e+18	-0.43553564
75	1.0825159768963727e+18	0.57959926
76	1.0829946837422244e+18	-0.30837026
77	1.0838256898481356e+18	0.7137876
78	1.0838406672421152e+18	-0.43428802
79	1.084441698175017e+18	0.29718292
80	1.08489978145613e+18	-0.4879277
81	1.0857759665159823e+18	-0.4615553
82	1.0859529749947924e+18	0.3291619
83	1.086686497829458e+18	-0.21694805
84	1.0878080414231756e+18	-0.4371481
