user_id,ideal_point,com
6,-0.6780063,0.0
95,-0.96336055,0.0
141,0.10484014,1.0
172,-0.01812176,0.0
260,-0.38645047,0.0
301,-0.51059115,0.0
319,0.7452051,1.0
359,-0.32144135,0.0
364,-0.57689005,0.0
370,-0.6308009,0.0
388,-0.26684275,0.0
390,-0.52339524,0.0
398,-0.6062051,0.0
411,0.17383634,1.0
519,-0.11739488,0.0
570,-0.54905814,0.0
600,-0.5545578,0.0
628,-0.31827956,0.0
729,-0.34303585,0.0
768,-0.835644,0.0
809,-0.4759854,0.0
874,-0.28410316,0.0
1006,0.06398228,0.0
1016,-0.8513805,0.0
1102,-0.4154686,0.0
1227,0.23716606,1.0
1237,-0.24227645,0.0
1241,0.15975715,1.0
1415,-0.48008063,0.0
1421,-0.277224,0.0
1475,0.5952104,1.0
1514,-0.4817856,0.0
1557,-0.59126216,0.0
1633,-0.07326479,0.0
1679,-0.2465353,0.0
1735,-0.5355135,0.0
1841,0.027547967,0.0
1877,-0.54916286,0.0
1935,-0.22177777,0.0
1992,-0.53933036,0.0
2002,-0.41028565,0.0
2033,-0.62706685,0.0
2055,-0.6907974,0.0
2103,-0.81167006,0.0
2115,-0.35684943,0.0
2116,0.9129286,1.0
2125,-0.4039753,0.0
2130,-0.33961254,0.0
2131,-0.7633049,0.0
2153,-0.057909895,0.0
2231,-0.15878999,0.0
2263,-0.56992096,0.0
2285,0.4863147,1.0
2294,-0.52627575,0.0
2332,-0.7160694,0.0
2361,-0.33216938,0.0
2402,-0.43688512,0.0
2428,-0.09682545,0.0
2468,-0.5238766,0.0
2510,-0.76019776,0.0
2517,-0.14375874,0.0
2589,0.06282462,0.0
2624,0.069266096,0.0
2817,0.5304375,1.0
2832,0.11432189,1.0
2933,1.0759733,1.0
2953,-0.17654496,0.0
2970,-0.67420197,0.0
2990,-0.21588628,0.0
3053,-0.53211135,0.0
3066,-0.32355273,0.0
3103,-0.7773898,0.0
3112,0.45569658,1.0
3188,-0.74714434,0.0
3194,-0.10470419,0.0
3220,-1.2033021,0.0
3258,-0.44264284,0.0
3334,-0.13925968,0.0
3347,-0.67881083,0.0
3353,-0.5443442,0.0
3414,-0.08053686,0.0
3451,0.37004757,1.0
3484,0.13510609,1.0
3529,-0.10901273,0.0
3684,-1.2895483,0.0
3686,-0.27427158,0.0
3695,-0.37743083,0.0
3696,-0.32848224,0.0
3743,0.6252453,1.0
3753,0.46239245,1.0
3773,-0.43881443,0.0
3776,-0.3608523,0.0
3846,-0.9753393,0.0
3858,-1.1793786,0.0
3868,-0.07070542,0.0
3958,-0.12211113,0.0
4021,-0.69407696,0.0
4033,0.95975226,1.0
4098,-0.44571838,0.0
4186,0.7017064,1.0
4232,-0.9268251,0.0
4252,-0.079342976,0.0
4260,-0.46328112,0.0
4268,-0.44190556,0.0
4293,-0.7966814,0.0
4364,-0.30141544,0.0
4379,0.53389597,1.0
4410,0.05768702,0.0
4448,0.1826667,1.0
4454,0.1145843,1.0
4485,-0.82530403,0.0
4493,-0.202716,0.0
4521,-0.0081861215,0.0
4569,0.3388199,1.0
4570,0.8646719,1.0
4608,-0.18745488,0.0
4613,-1.1466821,0.0
4653,-0.36313632,0.0
4655,-0.28396654,0.0
4711,-0.20046589,0.0
4747,-0.47690597,0.0
4769,1.2496551,1.0
4855,-0.30464542,0.0
4880,0.06232666,0.0
4882,0.71362174,1.0
4902,0.0183636,0.0
4987,-0.5449066,0.0
5028,-0.4034653,0.0
5036,-0.37473807,0.0
5052,0.100266226,1.0
5056,-0.69188833,0.0
5144,-0.26012865,0.0
5273,-0.68028444,0.0
5288,-0.73482585,0.0
5296,0.5834459,1.0
5340,-1.2524831,0.0
5370,-0.1548633,0.0
5379,-0.4514005,0.0
5395,-0.08609392,0.0
5418,0.50355786,1.0
5419,0.004857835,0.0
5435,-0.6052419,0.0
5513,-0.2687881,0.0
5517,-0.6113727,0.0
5578,-0.4701787,0.0
5735,-0.3035757,0.0
5749,0.1460937,1.0
5836,-0.21568538,0.0
5843,0.1736627,1.0
5946,-0.36026224,0.0
5958,-0.22273822,0.0
5960,-0.80717987,0.0
5977,-0.37130025,0.0
6123,-0.5598818,0.0
6153,-0.5184449,0.0
6162,-0.40922293,0.0
6178,-0.52884907,0.0
6206,-0.23077218,0.0
6228,0.0137445545,0.0
6238,-0.55625963,0.0
6259,-0.76173615,0.0
6268,-0.6914469,0.0
6340,-1.067175,0.0
6354,-0.72312456,0.0
6365,-0.42187208,0.0
6432,-1.234674,0.0
6466,0.15674345,1.0
6488,-0.16136274,0.0
6561,-0.5530147,0.0
6618,-0.8032202,0.0
6694,-0.6113406,0.0
6704,-0.468057,0.0
6759,-0.42578298,0.0
6809,0.005933662,0.0
6817,0.10060223,1.0
6828,0.7949431,1.0
6832,-0.46933767,0.0
6881,-0.48683402,0.0
6936,-0.37546533,0.0
6950,-0.39715055,0.0
7030,-0.8373495,0.0
7048,-0.25269225,0.0
7052,-0.27755097,0.0
7080,-0.70900583,0.0
7137,-0.22434743,0.0
7144,0.0064771743,0.0
7153,-0.62230283,0.0
7200,-0.58267754,0.0
7254,-0.17785962,0.0
7260,-0.74806947,0.0
7269,-0.25713003,0.0
7275,-0.77065897,0.0
7291,0.23207174,1.0
7351,-0.67810446,0.0
7355,-0.41476393,0.0
7356,-0.73109394,0.0
7391,-0.52452654,0.0
7396,-0.9252574,0.0
7427,0.066487685,0.0
7454,-0.5190922,0.0
7467,-0.49362624,0.0
7504,-0.18845457,0.0
7528,-0.18078615,0.0
7537,-0.25718206,0.0
7544,0.3000531,1.0
7548,-0.33822984,0.0
7587,-0.43591878,0.0
7597,-0.10245337,0.0
7649,-0.5292933,0.0
7670,-0.7612639,0.0
7775,-0.87033236,0.0
7786,-0.3823121,0.0
7803,-0.1995824,0.0
7840,0.18429357,1.0
7841,-0.10390539,0.0
7853,-0.5172928,0.0
7907,-0.5699044,0.0
7968,-0.5192268,0.0
7972,-0.67925,0.0
7976,-0.23641935,0.0
7978,0.095484346,0.0
8055,-0.46688452,0.0
8061,0.085207194,0.0
8094,-0.33719695,0.0
8137,-0.39888754,0.0
8255,-0.5561194,0.0
8274,-0.23373733,0.0
8281,-0.414307,0.0
8417,-0.7050784,0.0
8526,-0.16133134,0.0
8544,-0.7352534,0.0
8590,-0.5847409,0.0
8612,-0.5091769,0.0
8664,-0.3691507,0.0
8737,0.09950533,0.0
8739,-0.27368337,0.0
8758,-0.60575736,0.0
8765,-0.11000436,0.0
8843,-0.5789619,0.0
8928,-0.48927668,0.0
8943,-0.48822,0.0
8996,-0.42785722,0.0
9014,-0.22982372,0.0
9030,-0.05217547,0.0
9043,-0.6198334,0.0
9068,-0.6073018,0.0
9076,-0.4968127,0.0
9130,1.0603778,1.0
9151,-1.355246,0.0
9183,-0.66482246,0.0
9213,-0.2786254,0.0
9285,0.7637398,1.0
9328,-0.3758465,0.0
9357,-0.64241153,0.0
9366,-0.4438893,0.0
9383,-0.7896114,0.0
9400,-0.65350574,0.0
9434,0.63819504,1.0
9533,0.095803,0.0
9592,-0.57630086,0.0
9595,-0.68802655,0.0
9630,-0.9749091,0.0
9632,0.24010958,1.0
9668,-0.79471016,0.0
9682,-0.13223815,0.0
9689,-0.73494273,0.0
9691,-0.33410943,0.0
9779,-0.73215455,0.0
9842,-0.4732185,0.0
9847,-0.7683084,0.0
9851,-0.30280745,0.0
9880,-0.11900491,0.0
9894,0.5560406,1.0
9902,-0.16560021,0.0
9953,-0.32052457,0.0
9955,-0.25662455,0.0
9998,-0.46339798,0.0
10003,-0.68293697,0.0
10018,-0.3066116,0.0
10035,-0.15176693,0.0
10073,-0.824124,0.0
10101,-0.6054916,0.0
10112,0.11830555,1.0
10152,-0.39522034,0.0
10181,-0.31948134,0.0
10192,-0.4086492,0.0
10238,-0.93307215,0.0
10272,-0.3361926,0.0
10386,-0.5623102,0.0
10400,-0.27518228,0.0
10424,-0.30391648,0.0
10434,-0.17231607,0.0
10484,-0.5186611,0.0
10491,-0.38058582,0.0
10511,-0.1866163,0.0
10566,-0.115834504,0.0
10575,-0.47463483,0.0
10583,-0.8321109,0.0
10594,-0.95213,0.0
10615,-0.57135004,0.0
10651,-0.8323774,0.0
10660,-0.21942662,0.0
10687,0.39677113,1.0
10708,0.2596435,1.0
10736,-0.5652455,0.0
10785,-0.41606197,0.0
10805,-0.45181802,0.0
10825,-0.5787171,0.0
10840,-0.2829683,0.0
10841,-0.5242172,0.0
10904,-0.48993522,0.0
